MACHINE_ID,FAILURE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY
57983,0,28400,150784,192411,TruckPr,0,0,0,173.3054934,1,16,41.54325414,INDUSTRIAL
60861,0,28400,197852,243593,CarProd,10,0,0,111.1086801,2,26,41.21496534,Other
531268,0,28400,207687,242544,TruckPr,8,0,0,134.0076805,0,41,41.29838663,Other
27397,0,28400,106020,206030,CarProd,22,0,0,188.7524695,0,18,25.33037232,Other
648104,0,28400,112996,175817,CarProd,17,0,0,303.2820551,1,31,36.2890026,FARMING
946388,0,28400,53480,90560,CarProd,24,0,1,174.4747237,0,19,24.49083911,Other
928100,0,28400,183314,232345,CarProd,1,0,0,300.9043101,1,32,42.3362269,GOVERNMENT
584560,0,28400,36484,73478,CarProd,13,1,0,100.9750908,6,16,34.76399378,COMMERCIAL
536672,0,28400,206126,238745,TruckPr,9,0,0,119.0697634,1,42,41.67018774,Other
615329,0,28500,49461,83352,CarProd,21,0,0,210.0250584,0,26,37.3017641,Other
933299,0,28500,73188,111925,TruckPr,5,,,123.6131744,11,21,44.52055475,Other
343752,0,28500,97262,131830,CarProd,10,0,0,168.8035325,0,29,42.3249247,FLEET
776192,0,28500,,41763,CarProd,12,1,,92.8669886,,13,21.901856,Other
145809,1,28500,108293,135317,CarProd,5,0,0,219.6152519,4,43,31.20973109,Other
956028,0,28500,84908,108385,CarProd,10,0,0,384.2850469,0,45,41.34201094,FLEET
389634,0,28500,43413,73248,CarProd,13,0,0,102.5670171,6,16,35.67150508,COMMERCIAL
826563,0,28500,100145,130522,CarProd,10,0,0,137.9428692,0,29,39.07258918,FLEET
295404,0,28500,137174,186118,CarProd,1,,,115.2948111,,39,32.87512565,COMMERCIAL
663355,0,28500,29338,62220,,2,0,0,113.2059238,1,6,36.87709851,FLEET
68041,0,28600,32136,51599,CarProd,35,0,0,284.0838485,0,23,39.54773379,Other
44337,0,28600,94165,130285,CarProd,10,0,1,137.8133309,0,28,42.08001604,FLEET
111608,0,28600,85174,127306,CarProd,1,0,0,193.0739135,1,24,40.65624858,Other
545940,0,28600,136546,185507,CarProd,0,0,0,212.3140985,3,19,40.51680132,GOVERNMENT
619532,0,28600,26189,50409,CarProd,36,0,0,287.4961733,0,23,38.6443946,Other
389180,0,28600,39009,75893,CarProd,12,1,0,85.62551999,6,15,33.97581441,COMMERCIAL
77946,0,28600,105907,156126,CarProd,10,0,0,165.090735,1,17,33.23130088,GOVERNMENT
772986,0,28600,31634,65157,,5,0,0,119.3620256,1,6,40.15941877,FLEET
706146,1,28600,126189,167157,CarProd,19,0,2,239.2270359,0,26,31.01274893,GOVERNMENT
919641,0,28700,107281,155874,CarProd,10,0,0,173.8358358,0,17,32.74036849,GOVERNMENT
411249,0,28700,137247,186685,CarProd,0,,,110.4950024,,39,30.85972433,COMMERCIAL
219508,0,28700,131767,214558,CarProd,10,0,0,238.794891,2,27,20.52327227,GOVERNMENT
555887,0,28700,67951,106093,CarProd,11,0,0,263.7439223,0,32,40.21223483,GOVERNMENT
593801,0,28700,133188,179454,CarProd,1,1,0,223.3486635,1,19,41.13615926,GOVERNMENT
787698,1,28700,25190,59841,CarProd,1,0,1,201.1767833,0,11,35.72928694,FLEET
518887,0,28800,204455,245685,TruckPr,8,0,0,123.3967471,1,42,42.34547139,Other
139715,0,28800,132019,168828,CarProd,0,0,0,231.286134,1,24,35.49030567,COMMERCIAL
85736,0,28800,,121560,CarProd,8,1,0,175.2063398,0,26,31.61203845,COMMERCIAL
295412,0,28800,151328,194243,TruckPr,2,0,0,174.9770528,0,17,42.11254013,INDUSTRIAL
600235,0,28800,,44761,CarProd,10,0,,84.72826796,,14,22.84166319,Other
279769,0,28800,134144,185910,CarProd,2,,,122.5038922,,39,30.33821943,COMMERCIAL
272946,0,28800,30357,56776,CarProd,35,0,0,294.4200214,0,22,37.53746125,Other
386808,0,28900,225000,285000,CarProd,15,0,1,258.7333333,2,26,,GOVERNMENT
623688,0,28900,135770,188368,CarProd,0,1,0,229.7532224,2,19,40.63187139,GOVERNMENT
99753,0,28900,91683,127833,CarProd,0,1,0,187.2424028,3,37,33.16875685,GOVERNMENT
664933,0,28900,134509,211558,CarProd,10,0,0,247.8444526,2,27,20.61070665,GOVERNMENT
144061,0,28900,89945,124453,CarProd,2,0,0,194.9102495,2,25,42.71977457,Other
183505,0,28900,,117991,CarProd,7,0,0,159.5500246,0,27,32.16500253,COMMERCIAL
396614,1,28900,63748,36392,CarProd,9,4,1,124.2478986,6,23,44.57850006,FARMING
389161,0,28900,102108,147463,CarProd,19,0,0,205.8658949,0,13,41.65421132,COMMERCIAL
194476,0,28900,75887,117989,CarProd,4,0,0,92.09054215,2,32,40.77888843,Other
305769,0,28900,77916,130728,CarProd,2,0,0,290.7726081,1,23,39.09547645,FLEET
166891,0,28900,109888,182229,CarProd,16,0,0,302.2264177,1,30,33.3190619,FARMING
501620,0,28900,29515,49525,CarProd,36,0,0,288.6562467,0,24,39.60580772,Other
421306,0,29000,152065,192445,TruckPr,2,0,0,166.9485683,0,16,41.56383925,INDUSTRIAL
621407,0,29000,32109,49912,CarProd,34,0,0,278.5650034,1,23,39.79656076,Other
126545,1,29000,149900,201000,,5,4,4,131.9333333,1,29,,INDUSTRIAL
482950,1,29000,79000,,TruckPr,8,0,1,189.7,1,33,,GOVERNMENT
414542,1,29000,72478,113000,CarProd,1.5,0,6,114.6666667,4,12,,Other
755639,1,29000,101824,,CarProd,4,2,4,186.7,0,14,,COMMERCIAL
719295,0,29200,116202,160084,CarProd,6,0,0,124.1214617,3,26,32.64452984,GOVERNMENT
538298,0,29200,50105,83815,CarProd,21,0,0,188.2010287,0,26,35.59575067,Other
939704,0,29200,139299,180818,CarProd,1,0,0,226.8611449,1,19,40.81730925,GOVERNMENT
783429,0,29200,99600,143000,CarProd,15,0,0,232.3333333,1,40,,Other
484397,0,29300,228059,291314,CarProd,16,0,1,259.6772021,2,26,28.17364554,GOVERNMENT
92333,0,29300,68024,115954,TruckPr,6,,,109.9150205,11,21,44.36917076,Other
121921,0,29400,119256,160683,CarProd,6,0,0,109.121197,3,27,33.30176289,GOVERNMENT
913000,1,29400,48800,86000,CarProd,5,1,0,52.76653273,2,21,,Other
915479,0,29400,39354,75553,CarProd,13,1,0,77.34259704,6,15,35.11044889,COMMERCIAL
107958,0,29400,109457,145453,CarProd,15,0,0,222.858711,1,40,40.69741846,Other
698589,0,29500,232801,289260,CarProd,13,0,0,264.4315076,2,25,26.98136309,GOVERNMENT
928060,0,29500,50079,80222,CarProd,1,0,0,147.9901182,2,19,38.139022,FLEET
57638,0,29500,48590,81354,CarProd,0,0,0,157.0263263,3,18,40.17061829,FLEET
421346,1,29500,118000,169900,CarProd,8,0,0,138.9666667,1,23,,COMMERCIAL
566943,0,29600,233916,291490,CarProd,15,0,1,259.7334653,2,25,25.10508606,GOVERNMENT
895089,0,29700,46268,79463,CarProd,0,0,0,161.276029,3,19,40.26196223,FLEET
796217,0,29700,100657,148653,CarProd,14,0,0,221.9253115,0,40,42.30290733,Other
580387,0,29800,134560,187551,CarProd,1,0,0,225.0922987,1,19,39.21193749,GOVERNMENT
615502,0,29800,225481,290762,CarProd,13,0,1,239.3216306,1,26,24.77798542,GOVERNMENT
966343,0,29800,34000,71000,CarProd,10,,,115.6666667,,24,,Other
859157,0,29900,230499,294326,CarProd,15,0,1,250.4910072,2,26,27.92066177,GOVERNMENT
119080,0,29900,135955,182161,CarProd,0,0,0,235.3710385,2,18,38.69974659,GOVERNMENT
863276,0,29900,73506,115000,CarProd,11,0,0,77.13333333,1,35,,COMMERCIAL
254143,1,29900,22000,,CarProd,2,2,0,81.13333333,11,10,,Other
441060,0,29900,131756,167302,CarProd,0,0,0,237.5622414,1,24,35.04310052,COMMERCIAL
29543,0,30000,74975,118886,CarProd,12,0,0,85.0457549,0,34,26.34913193,COMMERCIAL
366659,0,30000,77853,114746,TruckPr,6,,,114.5837225,10,21,43.29474364,Other
769544,0,30000,79044,118685,CarProd,12,0,0,92.11887554,1,34,27.22498526,COMMERCIAL
818200,0,30000,12223,35875.06,CarProd,28.5,0,0,199.8333333,0,15,,Other
626470,0,30000,187000,293000,CarProd,28,0,0,156.6333333,0,23,,Other
981133,0,30000,32657,76000,CarProd,,,,288.3333333,0,16,,Other
381679,0,30000,48000,97000,CarProd,3,0,0,173.5,2,25,,FLEET
206275,0,30000,224000,282000,CarProd,5,0,1,209.3666667,0,30,,GOVERNMENT
98663,0,30000,8875,57000,CarProd,0,0,0,100.4666667,1,6,,Other
691244,1,30000,,50000,TruckPr,4,0,1,118.6666667,1,15,,FLEET
461774,1,30000,17696,53100,CarProd,20,4,5,147.8666667,0,28,,COMMERCIAL
377573,1,30000,176000,240000,CarProd,1,1,0,198.8666667,2,13,,GOVERNMENT
179958,1,30000,,46200,,0,1,3,200.9333333,10,15,,
899043,0,30000,109583,153132,CarProd,10,0,0,162.3840072,1,16,33.76030524,GOVERNMENT
528796,0,30000,15214,38094,CarProd,26,0,0,199.4697909,0,15,39.5498738,Other
927287,0,30000,20000,38000,CarProd,0.9,0,0,59.83333333,0,7,,Other
52789,0,30100,24350,40356,CarProd,0,0,0,81.8402502,0,6,13.40999565,Other
209797,1,30100,92249,,TruckPr,2,1,0,180.6801536,0,21,31.08912029,FLEET
682152,0,30100,138322,186139,CarProd,2,0,0,215.750868,2,19,39.1891416,GOVERNMENT
219535,0,30100,228006,285921,CarProd,15,0,0,250.5398841,2,25,27.81329141,GOVERNMENT
404958,0,30100,78124,116280,CarProd,10,0,0,73.75338352,1,35,26.40633196,COMMERCIAL
570401,0,30100,42747,71360,CarProd,10,,,89.51626546,,24,34.03666376,Other
174241,1,30200,36000,73500,CarProd,14,0,1,202.9666667,0,33,,FLEET
777763,1,30200,80951,116160,CarProd,19,4,0,130.3603618,0,58,50.35299879,GOVERNMENT
745792,0,30200,124000,171366,CarProd,13,0,0,176.5,2,28,,COMMERCIAL
240635,0,30200,20956,39333,CarProd,0,1,0,73.39179752,0,7,13.49536737,Other
550697,0,30200,106594,148695,CarProd,13,0,0,239.918405,1,39,41.27520899,Other
169761,0,30200,34955,79556,CarProd,8,,,121.0233134,,23,32.8045306,Other
78780,0,30300,137927,182588,CarProd,1,1,0,248.980672,1,18,40.36185207,GOVERNMENT
400955,1,30300,,52545,,1,1,3,187.7221845,10,15,2.594364447,
488151,0,30300,54352,79302,CarProd,0,0,0,152.2027769,3,19,41.62936282,FLEET
63228,0,30300,109859,153240,CarProd,10,0,0,172.6879798,0,17,34.54949648,GOVERNMENT
82649,0,30300,18306,66747,CarProd,1,0,0,95.18143755,1,6,37.58289841,Other
497041,0,30300,36014,76525,CarProd,14,0,0,88.93446885,5,16,34.9372716,COMMERCIAL
486937,0,30400,45747,78829,CarProd,0,0,0,174.3637482,3,18,41.25679468,FLEET
201113,0,30400,40386,68120,CarProd,12,1,0,98.82015368,5,15,34.02025719,COMMERCIAL
948111,0,30400,46948,80473,CarProd,0,0,0,151.5970972,2,19,37.75387662,FLEET
221213,0,30400,55429,103948,CarProd,3,0,0,182.4841642,1,25,35.15098079,FLEET
304062,0,30500,77246,121758,CarProd,10,0,0,79.21417248,0,34,26.52174054,COMMERCIAL
55567,0,30500,57516,103086,CarProd,3,0,0,166.1995272,2,24,37.81408909,FLEET
820318,0,30500,113822,148478,CarProd,10,0,0,165.7882784,0,16,31.16320701,GOVERNMENT
68904,0,30500,108736,147531,CarProd,13,0,0,228.6103591,1,40,43.12276156,Other
27859,0,30500,138082,181157,CarProd,2,1,0,219.2473072,1,19,40.87469852,GOVERNMENT
123936,0,30500,10952,65166,CarProd,0,0,0,91.95160351,1,6,37.69262438,Other
25623,0,30500,124225,181129,CarProd,11,0,0,189.4391712,2,28,43.16839173,COMMERCIAL
950275,1,30500,18375,61738,CarProd,20,3,5,141.7031333,0,28,45.3547887,COMMERCIAL
202213,0,30600,35332,71898,CarProd,10,,,115.2108955,,24,33.07135028,Other
474026,0,30600,78355,124426,CarProd,11,0,0,81.22339757,1,34,25.94257777,COMMERCIAL
478207,0,30600,231344,284199,CarProd,7,0,1,202.5286035,0,29,15.82390006,GOVERNMENT
938127,0,30600,54372,78653,CarProd,0,0,0,156.4135697,3,19,40.61109433,FLEET
78427,0,30700,36804,83295,CarProd,,,,289.3998161,0,15,42.21386978,Other
387232,0,30700,14834,64870,CarProd,1,0,0,99.70436212,1,5,36.69232406,Other
773019,0,30800,129062,176389,CarProd,13,0,0,184.3193761,2,28,40.89430209,COMMERCIAL
662620,0,30800,29226,44735,CarProd,1,0,0,66.24471976,0,7,13.78396544,Other
19134,0,30800,15428,45495,CarProd,28,0,0,200.5091243,0,15,42.38798551,Other
255689,0,30800,195221,293118,CarProd,29,0,0,151.9574182,0,22,38.18102732,Other
377608,1,30800,147577,187129,CarProd,11,0,0,,0,0,42.36225264,FLEET
664747,0,30800,21172,37333,CarProd,30,0,0,208.4986963,0,15,41.35817107,Other
659506,0,30800,125787,175196,CarProd,13,0,0,157.8776807,2,29,41.35097453,COMMERCIAL
722924,0,30800,54981,82038,CarProd,2,0,0,165.0778474,2,19,41.23925628,FLEET
127743,0,30900,230978,291013,CarProd,12,0,1,268.394238,1,26,26.24819069,GOVERNMENT
553424,0,30900,189798,301984,CarProd,28,0,0,150.9173633,0,22,37.23650784,Other
832268,1,30900,106717,,CarProd,4,2,4,172.4323547,0,13,47.79590611,COMMERCIAL
759323,0,30900,190480,298239,CarProd,27,0,1,164.6048706,0,23,39.60145213,Other
131363,0,31000,133471,188154,CarProd,0,0,0,218.5382606,2,18,40.31508349,GOVERNMENT
416643,1,31000,67794,103535,CarProd,7,0,1,116.8989899,1,31,44.06542878,COMMERCIAL
287252,0,31000,37507,71612,CarProd,10,,,112.8714443,,24,31.78445617,Other
435769,0,31000,118000,167000,CarProd,17,0,0,127.0333333,1,17,,GOVERNMENT
829011,1,31000,30000,72000,CarProd,20,2,0,127.3,1,14,,COMMERCIAL
618438,0,31000,13542,58827,CarProd,0,0,0,92.1329084,0,6,36.25696875,Other
218067,0,31000,51370,103298,CarProd,0,0,0,175.6096146,2,25,38.09341464,FLEET
745118,0,31100,73386,108864,TruckPr,5,,,119.5395184,10,21,42.82660083,Other
725670,0,31100,136521,188264,CarProd,1,1,0,227.6518778,2,19,38.51864488,GOVERNMENT
872770,0,31200,22907,46357,CarProd,0,0,0,62.41629688,0,6,15.02803747,Other
546358,0,31200,234304,290923,CarProd,14,0,1,260.9197759,2,26,27.05723429,GOVERNMENT
273792,0,31200,14906,64767,CarProd,0,0,0,80.35557059,0,5,35.03907537,Other
27548,0,31200,124295,176185,CarProd,12,0,0,171.2144163,1,27,43.17681901,COMMERCIAL
811024,0,31200,15557,62847,CarProd,0,0,0,99.56044187,1,6,37.39411875,Other
401494,1,31200,38352,80550,CarProd,21,1,0,116.4379076,0,14,35.38186329,COMMERCIAL
974026,0,31300,33658,76624,CarProd,,,,286.6962892,0,15,40.3573739,Other
758867,0,31300,119911,171916,CarProd,16,0,0,140.4494714,0,16,27.6899107,GOVERNMENT
241532,0,31300,188655,298090,CarProd,28,0,0,153.0868546,0,22,40.29677071,Other
326224,0,31300,106960,144201,CarProd,15,0,0,230.4130352,0,40,42.66665957,Other
698750,0,31400,12617,36082,CarProd,30,0,0,205.4598874,0,15,41.97900067,Other
840421,0,31400,16209,62450,CarProd,1,0,0,108.3876577,1,6,38.12127507,Other
823642,0,31400,37750,76204,CarProd,,,,268.2649306,0,16,41.44876331,Other
200468,1,31500,16800,,CarProd,12,1,2,110.6333333,4,20,,
405181,1,31500,15391,,TruckPr,2.6,6,1,57.83333333,0,8,,
677350,1,31500,22100,35000,CarProd,1.9,2,0,85.23333333,2,14,,Other
254386,1,31500,16000,43040,CarProd,0,1,1,98.43333333,1,11,,Other
887395,0,31500,49020,100700,CarProd,4,0,0,169.6890389,1,25,36.03464456,FLEET
576937,0,31500,10879,58089,CarProd,0,0,0,94.24803572,0,5,38.66240227,Other
712763,0,31500,224572,282839,CarProd,7,0,1,212.7553311,0,29,16.62648898,GOVERNMENT
881357,0,31600,11478,66275,CarProd,1,0,0,97.19863392,1,5,35.94520575,Other
514437,0,31600,15036,44220,CarProd,28,0,0,204.7009169,0,14,42.61822346,Other
733364,0,31700,72809,109678,TruckPr,5,,,117.4739215,10,21,41.51283589,Other
90590,0,31700,55247,103246,CarProd,3,0,0,177.2769279,1,25,35.30277411,FLEET
268424,1,31800,60279,97875,CarProd,6,0,11,312.4333333,0,46,,COMMERCIAL
539170,0,31800,34302,77481,CarProd,10,,,123.468827,,24,33.63468905,Other
581279,0,31800,126316,180750,CarProd,14,0,0,167.8572559,2,28,42.63343718,COMMERCIAL
642508,0,31800,70680,114720,TruckPr,5,,,115.8502492,11,20,43.06942356,Other
579717,0,31800,71553,111237,TruckPr,6,,,114.1237846,10,20,41.45670798,Other
966465,0,31800,125864,175163,CarProd,12,0,0,174.209344,2,28,40.5848115,COMMERCIAL
271064,0,31800,37100,74796,CarProd,10,,,109.7765826,,23,33.68886616,Other
279680,0,31800,226152,283022,CarProd,4,0,1,209.2973763,0,29,15.73414368,GOVERNMENT
135733,0,31800,195134,299299,CarProd,29,0,0,161.8851264,0,22,38.63702392,Other
935960,0,31900,34498,82962,CarProd,,,,285.2974893,0,16,41.15524125,Other
849897,0,31900,15150,61388,CarProd,1,0,0,101.8594387,1,5,37.8165708,Other
896284,0,31900,104092,143832,CarProd,15,0,0,235.2018195,1,40,43.69152442,Other
571245,0,31900,23517,47805,CarProd,0,0,0,78.81360028,0,7,16.7277481,Other
842904,0,31900,83226,115509,CarProd,11,0,0,79.03011561,0,34,26.52185952,COMMERCIAL
532917,0,31900,16363,43218,CarProd,29,0,0,200.3016025,0,14,42.09417911,Other
333920,0,32000,42478,85942,CarProd,,,,278.3638835,0,16,40.25722171,Other
931120,1,32000,33148,69965,CarProd,13,2,4,112.5108654,3,27,36.02150867,GOVERNMENT
552970,0,32000,35219,76888,CarProd,9,,,110.4525208,,23,32.36421263,Other
605599,0,32000,232000,36300,CarProd,3,0,2,206.0333333,3,50,,COMMERCIAL
869849,1,32000,92400,215000,,2.5,1,3,165.3333333,1,40,,INDUSTRIAL
396020,0,32000,22832,43358,CarProd,1,0,0,68.32898424,0,7,13.66579769,Other
79887,0,32100,127901,176592,CarProd,12,0,0,186.6022388,2,27,40.95937708,COMMERCIAL
311837,0,32100,120725,168783,CarProd,15,0,0,121.5604199,1,17,27.90222161,GOVERNMENT
546851,0,32200,16232,60238,CarProd,0,0,0,116.7297455,1,5,37.99908153,Other
404900,0,32200,118793,171024,CarProd,16,0,0,119.6034777,1,16,29.01132772,GOVERNMENT
290171,0,32200,188427,293790,CarProd,27,0,0,157.7262908,0,23,37.06575888,Other
240532,0,32200,108871,151667,CarProd,11,0,0,227.4154384,0,40,40.18309857,Other
678406,0,32300,235343,45270,CarProd,3,0,1,210.9224034,3,49,41.26480552,COMMERCIAL
247543,0,32300,195243,294372,CarProd,27,0,0,150.2093805,0,22,39.07277566,Other
491401,0,32300,14163,60626,CarProd,0,0,0,109.031088,1,6,36.50108651,Other
506420,1,32300,167000,221100,CarProd,4,0,0,185.7,3,21,,COMMERCIAL
544245,0,32300,23448,45557,CarProd,0,0,0,69.19973077,0,7,15.77819668,Other
140209,0,32300,28213,40515,CarProd,0,0,0,55.04424252,0,7,15.39687666,Other
737010,0,32300,133193,174905,CarProd,13,0,0,177.0516476,1,28,39.4756896,COMMERCIAL
35451,0,32300,194350,299720,CarProd,28,0,0,170.1968674,0,23,40.25151003,Other
89684,0,32300,41877,78220,CarProd,8,,,121.9977294,,23,31.87626204,Other
28403,0,32400,51220,106361,CarProd,3,0,0,172.362148,2,24,36.48909721,FLEET
675482,1,32400,103000,149500,CarProd,12,1,0,88.23333333,2,38,,COMMERCIAL
111560,0,32400,128523,179390,CarProd,13,0,0,150.0842871,1,28,43.14434551,COMMERCIAL
126131,0,32500,124548,169881,CarProd,16,0,0,129.524283,1,17,28.85081359,GOVERNMENT
557805,0,32500,193409,297294,CarProd,30,0,0,150.7998535,0,22,40.59278045,Other
937262,0,32500,232057,286938,CarProd,15,0,1,249.9549333,2,26,25.25477175,GOVERNMENT
52285,0,32600,17918,40000,CarProd,7,0,0,45.66666667,0,7,,COMMERCIAL
127497,0,32600,233216,38583,CarProd,4,0,1,226.1469888,2,49,40.22218286,COMMERCIAL
748784,0,32600,79874,125000,CarProd,30,0,0,340.9,0,20,,COMMERCIAL
72080,0,32700,14955,38584,CarProd,29,0,0,197.9863148,0,14,41.52909627,Other
431895,0,32700,39796,77819,CarProd,,,,294.4306958,0,15,40.23707296,Other
934414,0,32800,35458,78116,CarProd,9,,,126.5177052,,23,33.68805656,Other
531925,0,32800,13781,43371,CarProd,28,0,0,203.8393048,0,14,40.65777994,Other
100371,0,32800,189564,296728,CarProd,27,0,0,155.5368967,0,23,38.05331686,Other
126476,0,32800,37231,80347,CarProd,9,,,113.9365929,,24,32.17001962,Other
840054,0,32900,232792,293949,CarProd,13,0,1,275.6958052,1,26,27.87825784,GOVERNMENT
882945,1,32900,,55657,,1,1,3,210.0122648,10,15,1.909225163,
610808,0,32900,49709,101222,CarProd,2,0,0,181.9098245,2,24,35.04559626,FLEET
208915,0,32900,9200,66056,CarProd,0,0,0,107.6734382,1,6,37.18955165,Other
546867,0,32900,37265,76154,CarProd,7,,,128.7311432,,23,34.85797706,Other
249073,0,33000,18026,57436,CarProd,0,0,0,94.11896805,0,5,37.74993373,Other
357219,0,33000,232113,46286,CarProd,3,0,1,214.3529578,2,50,42.51200002,COMMERCIAL
862838,0,33000,54821,104724,CarProd,1,0,0,164.3009187,1,24,34.39190747,FLEET
102519,1,33000,153000,164000,CarProd,9,0,0,117.6666667,4,32,,FLEET
565542,0,33000,138000,190000,CarProd,22,0,0,188.1666667,1,22,,GOVERNMENT
201936,0,33000,227543,289091,CarProd,3,0,0,203.9415862,0,29,17.42563348,GOVERNMENT
158333,0,33000,104422,152298,CarProd,15,0,0,227.6777656,0,40,42.2817024,Other
41743,0,33100,236847,46091,CarProd,1,0,2,205.6506602,3,49,41.83267428,COMMERCIAL
918314,1,33100,111917,156552,CarProd,12,0,0,107.2948996,2,37,41.44154866,COMMERCIAL
27387,0,33100,238018,44379,CarProd,3,0,2,195.3652599,3,49,40.41559886,COMMERCIAL
793730,1,33200,36705,78040,CarProd,19,2,0,120.090143,0,13,35.01574872,COMMERCIAL
875136,0,33200,195971,298682,CarProd,29,0,0,138.5666478,0,22,39.88756232,Other
439967,0,33200,119049,175867,CarProd,17,0,0,112.4677853,0,16,28.51781662,GOVERNMENT
101231,0,33200,57419,103648,CarProd,4,0,0,175.3867231,1,25,34.28625051,FLEET
950852,0,33200,23858,40268,CarProd,0,0,0,56.60389545,0,7,16.6958286,Other
806127,0,33200,140690,195001,CarProd,21,0,0,177.247554,0,22,38.98121028,GOVERNMENT
30377,0,33300,19675,47894,CarProd,6,0,0,42.43527965,0,7,36.66861708,COMMERCIAL
591865,1,33400,59000,85000,TruckPr,2,0,7,240.4333333,3,26,,INDUSTRIAL
632919,0,33400,20921,37363,CarProd,28,0,0,198.8970467,0,14,42.55636282,Other
663078,0,33400,37262,76717,CarProd,9,,,131.044986,,24,32.02105145,Other
201496,0,33500,73761,117729,CarProd,11,0,0,62.12090961,0,35,25.46161407,COMMERCIAL
294557,1,33500,54079,66261,TruckPr,15,4,0,142,0,14,,COMMERCIAL
963261,0,33500,18934,42328,CarProd,5,0,0,38.69922722,0,6,34.22224671,COMMERCIAL
205093,0,33500,37843,80771,CarProd,10,,,107.9971112,,23,33.96233051,Other
503464,0,33500,240157,42013,CarProd,3,0,2,201.6122988,2,50,41.64479426,COMMERCIAL
725138,0,33500,49292,104421,CarProd,1,0,0,161.8332356,1,25,36.89609946,FLEET
559459,0,33500,18804,43982,CarProd,7,0,0,46.76290645,0,6,34.98037124,COMMERCIAL
343090,0,33600,87451,131949,CarProd,30,0,0,342.4680597,0,20,40.89238843,COMMERCIAL
88772,0,33600,79877,118554,CarProd,9,0,0,78.32776771,1,35,25.01202037,COMMERCIAL
650285,0,33600,233630,284049,CarProd,4,0,0,218.9936962,0,30,14.07235376,GOVERNMENT
759876,0,33700,73877,124834,CarProd,10,0,0,68.48269459,0,34,25.96045509,COMMERCIAL
384916,0,33700,142468,195770,CarProd,22,0,0,200.8607367,1,22,36.50527114,GOVERNMENT
399803,0,33700,12512,42634,CarProd,28,0,0,184.134954,0,15,42.48237422,Other
590337,0,33700,28956,45640,CarProd,0,0,0,59.04270368,0,6,16.49508064,Other
498504,0,33700,132617,172152,CarProd,15,0,0,178.4111833,1,28,42.45764485,COMMERCIAL
698575,0,33700,147522,198737,CarProd,20,0,0,188.1493561,1,21,37.30853626,GOVERNMENT
436784,0,33700,83471,133221,CarProd,29,0,0,334.5812066,0,19,39.09556626,COMMERCIAL
931791,0,33700,26395,48905,CarProd,6,0,0,48.71005322,0,7,36.42433271,COMMERCIAL
446187,0,33700,36851,78893,CarProd,,,,302.7271504,0,16,41.82215988,Other
111650,0,33800,15648,43726,CarProd,29,0,0,198.4511737,0,14,42.51197505,Other
337071,0,33900,128884,172094,CarProd,12,1,0,166.6247382,1,27,42.31889922,COMMERCIAL
226198,0,33900,13154,62208,CarProd,1,0,0,111.980657,1,5,37.4669773,Other
53086,0,33900,232317,38412,CarProd,2,0,2,213.2096514,3,50,42.5578291,COMMERCIAL
222895,0,33900,231455,290039,CarProd,4,0,0,222.8746479,0,30,16.6894908,GOVERNMENT
475735,0,34000,121625,169369,CarProd,15,0,0,112.3149971,0,17,28.99431237,GOVERNMENT
885996,0,34000,232312,286305,CarProd,4,0,0,219.6589319,0,29,15.73593489,GOVERNMENT
852402,0,34000,57025,103563,CarProd,3,0,0,173.4941319,2,24,36.91389765,FLEET
833902,0,34100,139035,198788,CarProd,23,0,0,171.9632916,1,22,37.68589208,GOVERNMENT
903623,0,34100,241545,42189,CarProd,1,0,2,196.5542212,3,50,42.04270618,COMMERCIAL
166132,0,34100,138523,196555,CarProd,21,0,0,185.0054347,1,22,38.8960395,GOVERNMENT
375597,0,34100,241931,36486,CarProd,1,0,2,196.0088316,3,50,42.45858179,COMMERCIAL
419465,0,34200,119575,175235,CarProd,16,0,0,131.5424382,1,16,27.14989852,GOVERNMENT
554673,0,34300,89000,137000,CarProd,12,0,0,63.93333333,1,36,,Other
437359,0,34300,146171,196270,CarProd,19,0,0,195.555801,1,21,37.94959341,GOVERNMENT
308908,0,34300,118911,168901,CarProd,16,0,0,134.7340235,0,17,28.81751546,GOVERNMENT
835018,0,34400,97971,145124,CarProd,13,0,0,67.83204167,1,36,40.40270584,Other
335786,1,34400,155536,169503,CarProd,10,0,0,107.7099227,4,32,58.8269296,FLEET
330705,0,34500,109000,159500,CarProd,,0,0,250.6333333,3,14,,Other
782152,1,34600,169960,224716,CarProd,2,0,0,182.0684611,2,21,32.71020486,COMMERCIAL
82234,0,34600,27851,42623,CarProd,6,0,0,45.92716617,0,7,35.13109271,COMMERCIAL
658647,0,34600,143542,195327,CarProd,23,0,0,174.6353487,1,22,37.44738401,GOVERNMENT
163528,0,34700,81688,131993,CarProd,27,0,0,327.4923598,0,19,41.21264082,COMMERCIAL
772125,0,34800,115191,165667,CarProd,,0,0,244.09767,4,14,36.13117578,Other
482538,1,34800,121399,164000,CarProd,11,0,1,208,2,34,,FLEET
245820,0,34800,138680,190729,CarProd,21,0,0,198.1233342,0,21,35.57723925,GOVERNMENT
